CMPD_CHEMBLID,MOLREGNO,PARENT_CMPD_CHEMBLID,PARENT_MOLREGNO,MOL_PREF_NAME,COMPOUND_KEY,MOLWEIGHT,ALOGP,PSA,NUM_RO5_VIOLATIONS,CANONICAL_SMILES,ACTIVITY_ID,STANDARD_TYPE,RELATION,STANDARD_VALUE,STANDARD_UNITS,PCHEMBL_VALUE,PUBLISHED_TYPE,PUBLISHED_RELATION,PUBLISHED_VALUE,PUBLISHED_UNITS,ACTIVITY_COMMENT,DATA_VALIDITY_COMMENT,POTENTIAL_DUPLICATE,BAO_ENDPOINT,UO_UNITS,QUDT_UNITS,ASSAY_ID,ASSAY_CHEMBLID,ASSAY_TYPE,DESCRIPTION,ASSAY_SRC_ID,ASSAY_SRC_DESCRIPTION,ASSAY_ORGANISM,ASSAY_STRAIN,ASSAY_TAX_ID,CURATED_BY,BAO_FORMAT,TID,TARGET_CHEMBLID,TARGET_TYPE,PROTEIN_ACCESSION,PREF_NAME,ORGANISM,CONFIDENCE_SCORE,TARGET_MAPPING,APD_NAME,APD_CONFIDENCE,DOC_ID,DOC_CHEMBLID,PUBMED_ID,JOURNAL,YEAR,VOLUME,ISSUE,FIRST_PAGE,CELL_ID,CELL_CHEMBL_ID,CELL_NAME
CHEMBL237501,399874,CHEMBL237501,399874,,5,533.62,3.64,136.07,2,COc1cccc(OC)c1CNC(=O)c2cc3cc(C[C@@H](C)NC[C@H](O)c4ccc(O)c(CO)c4)ccc3[nH]2,1990312,T1/2,=,0.06667,hr,,t1/2,=,4,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,450130,CHEMBL900407,A,Metabolic stability in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,37087,CHEMBL1137546,17897826,Bioorg. Med. Chem. Lett.,2007,17,22,6188,,,
CHEMBL3220810,1727214,CHEMBL3220810,1727214,,5,324.33,1.78,89.18,0,COc1cccc(Oc2ccc3N4C(=O)NN=C4C(N)Cc3c2)c1,14553603,T1/2,>,1.733,hr,,t1/2,>,104,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1332194,CHEMBL3225761,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,81943,CHEMBL3217643,,MedChemComm,2013,4,1,125,,,
CHEMBL1684229,1074495,CHEMBL1684229,1074495,,49,378.38,2.26,97.83,0,COc1cccc(OCC2=Nc3c(OC)cc(cc3C(=O)N2)c4cn[nH]c4)c1,5246526,T1/2,=,0.65,hr,,t1/2,=,39,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,726901,CHEMBL1686690,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,55828,CHEMBL1681768,21349713,Bioorg. Med. Chem. Lett.,2011,21,6,1844,,,
CHEMBL1684212,1074478,CHEMBL1684212,1074478,,34,348.36,2.27,88.6,0,COc1cccc(OCC2=Nc3ccc(cc3C(=O)N2)c4cn[nH]c4)c1,5246509,T1/2,=,0.2833,hr,,t1/2,=,17,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,726901,CHEMBL1686690,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,55828,CHEMBL1681768,21349713,Bioorg. Med. Chem. Lett.,2011,21,6,1844,,,
CHEMBL390776,377842,CHEMBL390776,377842,,1l,389.45,2.34,94.95,0,COc1cccc2C(=O)N(Cc3ccccc3C#N)C(=Nc12)N4CCCC(N)C4,1861989,T1/2,=,1.017,hr,,t1/2,=,61,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,434711,CHEMBL916111,A,Metabolic stability in human liver microsomes at 1 uM,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,35648,CHEMBL1139865,17441705,J. Med. Chem.,2007,50,10,2297,,,
CHEMBL1288114,714507,CHEMBL1288114,714507,,8f,409.56,4.74,37.71,0,COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4C[C@@H]5CCCN5C[C@@H]4C,3604268,T1/2,<,0.08333,hr,,t1/2,<,5,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,685789,CHEMBL1292545,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,54124,CHEMBL1287799,21074434,Bioorg. Med. Chem. Lett.,2010,20,24,7327,,,
CHEMBL1288206,714599,CHEMBL1288206,714599,,8l,451.64,5.97,37.71,1,COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4C[C@@H]5CCCN5C[C@@H]4CC(C)C,3604274,T1/2,<,0.08333,hr,,t1/2,<,5,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,685789,CHEMBL1292545,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,54124,CHEMBL1287799,21074434,Bioorg. Med. Chem. Lett.,2010,20,24,7327,,,
CHEMBL1288176,714569,CHEMBL1288176,714569,,8j,423.59,4.95,37.71,0,COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4C[C@@H]5CCCN5CC4(C)C,3604272,T1/2,<,0.08333,hr,,t1/2,<,5,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,685789,CHEMBL1292545,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,54124,CHEMBL1287799,21074434,Bioorg. Med. Chem. Lett.,2010,20,24,7327,,,
CHEMBL1288205,714598,CHEMBL1288205,714598,,8k,451.64,5.97,37.71,1,COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4C[C@H]5CCCN5C[C@H]4CC(C)C,3604273,T1/2,<,0.08333,hr,,t1/2,<,5,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,685789,CHEMBL1292545,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,54124,CHEMBL1287799,21074434,Bioorg. Med. Chem. Lett.,2010,20,24,7327,,,
CHEMBL1288175,714568,CHEMBL1288175,714568,,8i,423.59,4.95,37.71,0,COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4C[C@H]5CCCN5CC4(C)C,3604271,T1/2,<,0.08333,hr,,t1/2,<,5,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,685789,CHEMBL1292545,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,54124,CHEMBL1287799,21074434,Bioorg. Med. Chem. Lett.,2010,20,24,7327,,,
CHEMBL1288083,714475,CHEMBL1288083,714475,,8c,395.54,4.36,37.71,0,COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4CCN5CCC[C@@H]5C4,3604265,T1/2,<,0.08333,hr,,t1/2,<,5,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,685789,CHEMBL1292545,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,54124,CHEMBL1287799,21074434,Bioorg. Med. Chem. Lett.,2010,20,24,7327,,,
CHEMBL1288054,714446,CHEMBL1288054,714446,,8a,409.56,4.82,37.71,0,COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4CCN5CCCC[C@@H]5C4,3604263,T1/2,<,0.08333,hr,,t1/2,<,5,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,685789,CHEMBL1292545,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,54124,CHEMBL1287799,21074434,Bioorg. Med. Chem. Lett.,2010,20,24,7327,,,
CHEMBL176238,297471,CHEMBL176238,297471,,13,499.56,2.98,91.34,0,COc1cccc2COC(=O)N(C3CCN(CC(=O)Nc4ccc5C(O)c6ccccc6c5c4)CC3)c12,1414237,T1/2,=,0.2867,hr,,T1/2,=,17.2,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,301563,CHEMBL827022,A,Half life period after 1 hour in human liver microsomes at 37 degree C an incubation concentration of 10 uM,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,22224,CHEMBL612558,ADMET,,ADMET,,0,Unassigned,,,20603,CHEMBL1142769,15982873,Bioorg. Med. Chem. Lett.,2005,15,16,3679,,,
CHEMBL1684198,1074464,CHEMBL1684198,1074464,,23,374.39,2.64,88.6,0,COc1cccc2OCC(Cc12)C3=Nc4ccc(cc4C(=O)N3)c5cn[nH]c5,5246495,T1/2,=,0.85,hr,,t1/2,=,51,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,726901,CHEMBL1686690,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,55828,CHEMBL1681768,21349713,Bioorg. Med. Chem. Lett.,2011,21,6,1844,,,
CHEMBL1862433,1203056,CHEMBL1862433,1203056,,DNDI953891,248.32,2.95,53.85,0,COc1ccccc1\C(=N\O)\NC2CCCCC2,6419080,T1/2,=,2.133,hr,,t (1 / 2),=,128,Min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,773996,CHEMBL1862762,A,DNDI: half life in human liver microsomes at a concentration of 10uM,14,Drugs for Neglected Diseases Initiative (DNDi),Homo sapiens,,9606,Autocuration,BAO_0000251,22224,CHEMBL612558,ADMET,,ADMET,,0,Unassigned,,,59252,CHEMBL1857833,,,,,,,,,
CHEMBL3397091,1828808,CHEMBL3397091,1828808,,8.24,555.07,5.07,68.88,2,COc1ccccc1C2=C3C=CC=CN3C(=O)N(CCCCN4CCC(=CC4)c5c[nH]c6ccc(Cl)cc56)C2=O,15155280,T1/2,=,1.126,hr,,t1/2,=,67.57,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1462645,CHEMBL3399332,A,Half life in human liver microsomes at 10 uM by LC/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,90961,CHEMBL3396994,25461308,Eur. J. Med. Chem.,2015,90,,21,,,
CHEMBL3397046,1828800,CHEMBL3397046,1828800,,8.16,538.61,4.62,68.88,1,COc1ccccc1C2=C3C=CC=CN3C(=O)N(CCCCN4CCC(=CC4)c5c[nH]c6ccc(F)cc56)C2=O,15155278,T1/2,=,1.572,hr,,t1/2,=,94.34,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1462645,CHEMBL3399332,A,Half life in human liver microsomes at 10 uM by LC/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,90961,CHEMBL3396994,25461308,Eur. J. Med. Chem.,2015,90,,21,,,
CHEMBL2387434,1564211,CHEMBL2387434,1564211,,5,476.57,4.08,97.97,0,COc1ccccc1c2cc(ccc2OC)C3=Nc4c(C(=O)NC3)n(CCCO)nc4C(C)(C)C,13313273,T1/2,=,1.367,hr,,t1/2,=,82,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,961450,CHEMBL2388162,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,73725,CHEMBL2385057,23597790,Bioorg. Med. Chem. Lett.,2013,23,11,3443,,,
CHEMBL2403728,1571332,CHEMBL2403728,1571332,,28,764.93,4.27,177.81,1,COc1ccccc1c2ccc(cc2)[C@@]3(C[C@H](N(C3)C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)C(=O)N[C@@]5(C[C@H]5C=C)C(=O)NS(=O)(=O)C6CC6)OC,13364233,T1/2,=,0.7167,hr,,t1/2,=,43,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,971040,CHEMBL2404543,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,74180,CHEMBL2401691,23735741,Bioorg. Med. Chem. Lett.,2013,23,14,4267,,,
CHEMBL1822515,1172596,CHEMBL1822515,1172596,,19,414.5,4.55,57.93,0,COc1ccccc1c2ccc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nn23,6348241,T1/2,=,0.6667,hr,,t1/2,=,40,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,767870,CHEMBL1825982,A,Half-life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,58914,CHEMBL1821719,21859094,J. Med. Chem.,2011,54,18,6328,,,
CHEMBL3398166,1829893,CHEMBL3398166,1829893,,8,475.54,3.2,104.38,0,COc1ccccc1c2ccc3cnc(Nc4ccc(cc4OC)[C@@]5(O)CCN(C)C[C@@H]5O)nn23,15160143,T1/2,>,0.6667,hr,,t1/2,>,40,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1463528,CHEMBL3398710,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,91010,CHEMBL3396997,25655723,Bioorg. Med. Chem. Lett.,2015,25,5,1047,,,
CHEMBL3398171,1829898,CHEMBL3398171,1829898,,15,518.56,2.06,147.47,1,COc1ccccc1c2ccc3cnc(Nc4ccc(cc4OC)[C@@]5(O)CCN(CC(=O)N)C[C@@H]5O)nn23,15160148,T1/2,>,0.6667,hr,,t1/2,>,40,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1463528,CHEMBL3398710,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,91010,CHEMBL3396997,25655723,Bioorg. Med. Chem. Lett.,2015,25,5,1047,,,
CHEMBL3398169,1829896,CHEMBL3398169,1829896,,13,461.51,2.67,113.17,0,COc1ccccc1c2ccc3cnc(Nc4ccc(cc4OC)[C@@]5(O)CCNC[C@@H]5O)nn23,15160146,T1/2,>,0.6667,hr,,t1/2,>,40,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1463528,CHEMBL3398710,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,91010,CHEMBL3396997,25655723,Bioorg. Med. Chem. Lett.,2015,25,5,1047,,,
CHEMBL3398174,1829902,CHEMBL3398174,1829902,,20,489.57,3.67,104.38,0,COc1ccccc1c2ccc3cnc(Nc4ccc(cc4OC)[C@@H]5CCN(CCO)C[C@@H]5O)nn23,15160152,T1/2,>,0.6667,hr,,t1/2,>,40,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1463528,CHEMBL3398710,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,91010,CHEMBL3396997,25655723,Bioorg. Med. Chem. Lett.,2015,25,5,1047,,,
CHEMBL3398175,1829903,CHEMBL3398175,1829903,,22,489.57,3.67,104.38,0,COc1ccccc1c2ccc3cnc(Nc4ccc(cc4OC)[C@H]5CCN(CCO)C[C@@H]5O)nn23,15160153,T1/2,>,0.6667,hr,,t1/2,>,40,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1463528,CHEMBL3398710,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,91010,CHEMBL3396997,25655723,Bioorg. Med. Chem. Lett.,2015,25,5,1047,,,
CHEMBL3398172,1829899,CHEMBL3398172,1829899,,9,459.54,4.21,84.15,0,COc1ccccc1c2ccc3cnc(Nc4ccc(cc4OC)C5CCN(C)CC5O)nn23,15160149,T1/2,>,0.6667,hr,,t1/2,>,40,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1463528,CHEMBL3398710,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,91010,CHEMBL3396997,25655723,Bioorg. Med. Chem. Lett.,2015,25,5,1047,,,
CHEMBL1085567,632227,CHEMBL1085567,632227,,6n,314.4,3.45,24.5,0,COc1ccccc1CC(N2CCNCC2)c3ccc(F)cc3,3309709,T1/2,>,2,hr,,t1/2,>,120,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,634871,CHEMBL1120503,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,51366,CHEMBL1155538,20471260,Bioorg. Med. Chem. Lett.,2010,20,12,3788,,,
CHEMBL1085321,632226,CHEMBL1085321,632226,,6m,314.4,3.45,24.5,0,COc1ccccc1CC(N2CCNCC2)c3cccc(F)c3,3309708,T1/2,>,2,hr,,t1/2,>,120,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,634871,CHEMBL1120503,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,51366,CHEMBL1155538,20471260,Bioorg. Med. Chem. Lett.,2010,20,12,3788,,,
CHEMBL214335,355158,CHEMBL214335,355158,,(-)-6a,296.41,3.24,24.5,0,COc1ccccc1CC(N2CCNCC2)c3ccccc3,3309717,T1/2,>,2,hr,,t1/2,>,120,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,634871,CHEMBL1120503,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,51366,CHEMBL1155538,20471260,Bioorg. Med. Chem. Lett.,2010,20,12,3788,,,
CHEMBL214335,355158,CHEMBL214335,355158,,(+)-6a,296.41,3.24,24.5,0,COc1ccccc1CC(N2CCNCC2)c3ccccc3,3309716,T1/2,>,2,hr,,t1/2,>,120,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,634871,CHEMBL1120503,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,51366,CHEMBL1155538,20471260,Bioorg. Med. Chem. Lett.,2010,20,12,3788,,,
CHEMBL1085959,632225,CHEMBL1085959,632225,,6l,314.4,3.45,24.5,0,COc1ccccc1CC(N2CCNCC2)c3ccccc3F,3309707,T1/2,>,2,hr,,t1/2,>,120,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,634871,CHEMBL1120503,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,51366,CHEMBL1155538,20471260,Bioorg. Med. Chem. Lett.,2010,20,12,3788,,,
CHEMBL1923169,1266771,CHEMBL1923169,1266771,,35,346.38,2.86,82.8,0,COc1ccccc1CNC(=O)c2c[nH]c3cc(ccc23)c4cn[nH]c4,7957067,T1/2,=,0.35,hr,,t1/2,=,21,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,789922,CHEMBL1925275,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,60296,CHEMBL1921667,22004718,Bioorg. Med. Chem. Lett.,2011,21,23,7107,,,
CHEMBL2312645,1511693,CHEMBL2312645,1511693,,11,438.57,3.02,91.41,0,COc1ccccc1CNc2ncc(C(=O)NC3CCN(C)CC3)c(NC4CCCC4)n2,12633324,T1/2,=,0.5667,hr,,t1/2,=,34,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,933981,CHEMBL2318059,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,71957,CHEMBL2311250,23312943,Bioorg. Med. Chem. Lett.,2013,23,4,1051,,,
CHEMBL2312643,1511691,CHEMBL2312643,1511691,,9,437.5,2.04,142.63,0,COc1ccccc1CNc2ncc(C(=O)NCCc3nnn[nH]3)c(NC4CCCC4)n2,12633326,T1/2,=,1,hr,,t1/2,=,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,933981,CHEMBL2318059,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,71957,CHEMBL2311250,23312943,Bioorg. Med. Chem. Lett.,2013,23,4,1051,,,
CHEMBL2312644,1511692,CHEMBL2312644,1511692,,10,440.58,3.69,91.41,0,COc1ccccc1CNc2ncc(C(=O)NCCCCN(C)C)c(NC3CCCC3)n2,12633325,T1/2,=,0.6667,hr,,t1/2,=,40,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,933981,CHEMBL2318059,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,71957,CHEMBL2311250,23312943,Bioorg. Med. Chem. Lett.,2013,23,4,1051,,,
CHEMBL2312301,1511346,CHEMBL2312301,1511346,,29,466.58,2.62,108.48,0,COc1ccccc1CNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC4CCCC4)n2,12629576,T1/2,=,0.2333,hr,,t1/2,=,14,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,933486,CHEMBL2319402,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,71954,CHEMBL2311468,23312472,Bioorg. Med. Chem. Lett.,2013,23,4,1046,,,
CHEMBL2312301,1511346,CHEMBL2312301,1511346,,4,466.58,2.62,108.48,0,COc1ccccc1CNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC4CCCC4)n2,12633331,T1/2,=,0.2333,hr,,t1/2,=,14,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,933981,CHEMBL2318059,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,71957,CHEMBL2311250,23312943,Bioorg. Med. Chem. Lett.,2013,23,4,1051,,,
CHEMBL2312658,1511707,CHEMBL2312658,1511707,,7,399.49,2.43,108.4,0,COc1ccccc1CNc2ncc(C(=O)NCCCO)c(NC3CCCC3)n2,12633328,T1/2,=,0.1833,hr,,t1/2,=,11,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,933981,CHEMBL2318059,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,71957,CHEMBL2311250,23312943,Bioorg. Med. Chem. Lett.,2013,23,4,1051,,,
CHEMBL2312343,1511388,CHEMBL2312343,1511388,,8,426.51,2.1,117.27,0,COc1ccccc1CNc2ncc(C(=O)NCCNC(=O)C)c(NC3CCCC3)n2,12633327,T1/2,=,0.08333,hr,,t1/2,=,5,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,933981,CHEMBL2318059,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,71957,CHEMBL2311250,23312943,Bioorg. Med. Chem. Lett.,2013,23,4,1051,,,
CHEMBL1630779,1052966,CHEMBL1630779,1052966,,6h,260.33,2.55,54.04,0,COC1CCCCC1N(C)c2ncnc3[nH]ccc23,5109098,T1/2,=,0.2333,hr,,t1/2,=,14,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,695933,CHEMBL1641120,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,54253,CHEMBL1629452,21105711,J. Med. Chem.,2010,53,24,8468,,,
CHEMBL1760200,1137470,CHEMBL1760200,1137470,,3b,362.42,3.54,61.45,0,COc1ccccc1N2CCN(CC2)C(=O)c3cc(n[nH]3)c4ccccc4,6158741,T1/2,=,1.183,hr,,t1/2,=,71,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,740081,CHEMBL1763141,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,57214,CHEMBL1759909,21376585,Bioorg. Med. Chem. Lett.,2011,21,7,1991,,,
